image_name,timestamp,detection_index,label,people_or_machine,object_id,canonical_label,merge_role,bbox_x0,bbox_y0,bbox_x1,bbox_y1,projected_x,projected_y,anchor_x,anchor_y,display_x,display_y,position_source,static_cluster_id,clustering_method,temp_mean_c,temp_max_c
IR_57329.jpg,2025-04-23 13:29:32,2,Window,machine,window_1,Window,keep,136.463959,49.872501,178.161896,125.914490,1.581593,0.441626,1.359293,0.425851,1.359293,0.425851,dbscan_window_global_median_anchor,dbscan_window_0000,dbscan_window,24.752062,34.599998
IR_57330.jpg,2025-04-23 13:30:02,7,Cableduct,machine,cableduct_2,Cableduct,keep,323.356995,15.315903,356.753357,38.960896,7.215502,3.292473,7.344941,3.358257,7.344941,3.358257,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0000,dbscan_cableduct,22.141703,26.000000
IR_57330.jpg,2025-04-23 13:30:02,2,Cableduct,machine,cableduct_3,Cableduct,keep,529.407104,39.003494,567.396362,60.966492,8.599998,4.875711,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.514521,25.758747
IR_57330.jpg,2025-04-23 13:30:02,5,Cableduct,machine,cableduct_3,Cableduct,keep,430.389160,35.690586,462.342712,56.550556,7.539629,4.550683,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.194895,26.000000
IR_57330.jpg,2025-04-23 13:30:02,6,Cableduct,machine,cableduct_4,Cableduct,keep,573.525024,35.085419,621.152100,56.933548,9.933993,5.142709,9.930647,5.144580,9.930647,5.144580,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0003,dbscan_cableduct,22.628065,26.000000
IR_57330.jpg,2025-04-23 13:30:02,4,Cableduct,machine,cableduct_1,Cableduct,keep,216.743530,1.615532,316.678406,52.275780,11.784246,3.375831,11.689842,3.324211,11.689842,3.324211,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0001,dbscan_cableduct,21.364071,25.948303
IR_57330.jpg,2025-04-23 13:30:02,8,Machine,machine,machine_6,Machine,keep,479.970551,132.902267,561.495728,217.919571,4.575513,5.354086,4.627599,5.335778,4.627599,5.335778,dbscan_machine_global_median_anchor,dbscan_machine_0001,dbscan_machine,21.913982,26.000000
IR_57330.jpg,2025-04-23 13:30:02,9,Machine,machine,machine_2,Machine,keep,105.430801,176.225800,143.517319,270.726715,6.667078,0.437679,6.476916,0.453659,6.476916,0.453659,dbscan_machine_global_median_anchor,dbscan_machine_0000,dbscan_machine,23.897242,25.948303
IR_57330.jpg,2025-04-23 13:30:02,3,Screen,machine,screen_2,Screen,keep,609.896667,277.475189,639.575378,368.678131,10.879442,4.983553,11.149738,4.865085,11.149738,4.865085,dbscan_screen_global_median_anchor,dbscan_screen_0000,dbscan_screen,21.458889,25.793211
IR_57330.jpg,2025-04-23 13:30:02,1,Screen,machine,screen_1,Screen,keep,342.520142,276.120300,472.212341,373.421021,11.298788,4.130898,11.239784,4.130199,11.239784,4.130199,dbscan_screen_global_median_anchor,dbscan_screen_0001,dbscan_screen,22.495878,26.000000
IR_57330.jpg,2025-04-23 13:30:02,10,Window,machine,window_1,Window,keep,135.562225,50.115520,175.746002,127.298080,1.635539,0.433063,1.359293,0.425851,1.359293,0.425851,dbscan_window_global_median_anchor,dbscan_window_0000,dbscan_window,23.159563,25.517494
IR_57331.jpg,2025-04-23 13:30:32,5,Cableduct,machine,cableduct_2,Cableduct,keep,323.014343,14.710903,356.606628,41.508686,7.430151,3.360695,7.344941,3.358257,7.344941,3.358257,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0000,dbscan_cableduct,22.182211,27.299999
IR_57331.jpg,2025-04-23 13:30:32,3,Cableduct,machine,cableduct_3,Cableduct,keep,430.015381,35.675438,461.837097,56.748146,7.562613,4.555866,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.535072,27.299999
IR_57331.jpg,2025-04-23 13:30:32,4,Cableduct,machine,cableduct_3,Cableduct,keep,530.362793,39.040337,567.253418,61.415993,8.667746,4.888143,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.727118,26.495562
IR_57331.jpg,2025-04-23 13:30:32,2,Cableduct,machine,cableduct_4,Cableduct,keep,578.252930,35.560219,621.501953,57.649048,10.150055,5.177387,9.930647,5.144580,9.930647,5.144580,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0003,dbscan_cableduct,22.951551,27.299999
IR_57331.jpg,2025-04-23 13:30:32,7,Cableduct,machine,cableduct_1,Cableduct,keep,217.926407,1.493946,316.758789,51.275024,11.673710,3.366112,11.689842,3.324211,11.689842,3.324211,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0001,dbscan_cableduct,21.609228,27.299999
IR_57331.jpg,2025-04-23 13:30:32,6,Machine,machine,machine_6,Machine,keep,485.932709,105.454041,577.793091,201.753448,5.966159,5.143170,4.627599,5.335778,4.627599,5.335778,dbscan_machine_global_median_anchor,dbscan_machine_0001,dbscan_machine,22.126348,24.391645
IR_57331.jpg,2025-04-23 13:30:32,9,Machine,machine,machine_2,Machine,keep,107.679291,176.126526,143.117920,271.413086,6.583210,0.435099,6.476916,0.453659,6.476916,0.453659,dbscan_machine_global_median_anchor,dbscan_machine_0000,dbscan_machine,24.402374,27.238121
IR_57331.jpg,2025-04-23 13:30:32,8,Screen,machine,screen_2,Screen,keep,610.430542,276.307068,639.712769,376.185486,11.177906,4.852796,11.149738,4.865085,11.149738,4.865085,dbscan_screen_global_median_anchor,dbscan_screen_0000,dbscan_screen,21.767385,27.299999
IR_57331.jpg,2025-04-23 13:30:32,1,Screen,machine,screen_1,Screen,keep,340.127747,275.698700,473.855225,374.353058,11.530663,4.140143,11.239784,4.130199,11.239784,4.130199,dbscan_screen_global_median_anchor,dbscan_screen_0001,dbscan_screen,22.662477,27.299999
IR_57331.jpg,2025-04-23 13:30:32,13,Window,machine,window_1,Window,keep,136.107758,51.380753,175.831879,128.635468,1.613050,0.422124,1.359293,0.425851,1.359293,0.425851,dbscan_window_global_median_anchor,dbscan_window_0000,dbscan_window,23.555016,26.639948
IR_57332.jpg,2025-04-23 13:31:03,10,Cableduct,machine,cableduct_2,Cableduct,keep,322.571136,15.489079,358.265839,41.612274,7.299776,3.336259,7.344941,3.358257,7.344941,3.358257,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0000,dbscan_cableduct,21.948393,25.900000
IR_57332.jpg,2025-04-23 13:31:03,2,Cableduct,machine,cableduct_3,Cableduct,keep,529.383789,38.844360,566.811035,61.460083,8.647455,4.882631,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.337091,25.645432
IR_57332.jpg,2025-04-23 13:31:03,5,Cableduct,machine,cableduct_3,Cableduct,keep,430.201172,36.416847,463.056519,57.877487,7.488426,4.544809,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.145287,25.849087
IR_57332.jpg,2025-04-23 13:31:03,3,Cableduct,machine,cableduct_4,Cableduct,keep,574.008545,34.909725,622.008179,57.486408,9.978741,5.150064,9.930647,5.144580,9.930647,5.144580,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0003,dbscan_cableduct,22.412430,25.900000
IR_57332.jpg,2025-04-23 13:31:03,4,Cableduct,machine,cableduct_1,Cableduct,keep,219.525879,1.586472,316.430725,52.128998,11.380775,3.335471,11.689842,3.324211,11.689842,3.324211,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0001,dbscan_cableduct,21.352295,25.849087
IR_57332.jpg,2025-04-23 13:31:03,6,Machine,machine,machine_6,Machine,keep,479.877380,132.762833,563.264343,218.005234,4.590143,5.370848,4.627599,5.335778,4.627599,5.335778,dbscan_machine_global_median_anchor,dbscan_machine_0001,dbscan_machine,21.858583,25.849087
IR_57332.jpg,2025-04-23 13:31:03,9,Machine,machine,machine_2,Machine,keep,106.463989,175.778778,143.495209,271.826630,6.629037,0.435165,6.476916,0.453659,6.476916,0.453659,dbscan_machine_global_median_anchor,dbscan_machine_0000,dbscan_machine,23.843338,25.849087
IR_57332.jpg,2025-04-23 13:31:03,7,Screen,machine,screen_2,Screen,keep,609.968628,277.849915,639.567993,370.634338,10.936293,4.957119,11.149738,4.865085,11.149738,4.865085,dbscan_screen_global_median_anchor,dbscan_screen_0000,dbscan_screen,21.425896,25.764229
IR_57332.jpg,2025-04-23 13:31:03,1,Screen,machine,screen_1,Screen,keep,341.765625,275.965454,471.722656,374.584839,11.303252,4.116589,11.239784,4.130199,11.239784,4.130199,dbscan_screen_global_median_anchor,dbscan_screen_0001,dbscan_screen,22.370668,25.900000
IR_57332.jpg,2025-04-23 13:31:03,8,Window,machine,window_1,Window,keep,134.955841,51.686176,176.436432,127.356613,1.519245,0.412923,1.359293,0.425851,1.359293,0.425851,dbscan_window_global_median_anchor,dbscan_window_0000,dbscan_window,23.061991,25.475718
IR_57333.jpg,2025-04-23 13:31:32,7,Cableduct,machine,cableduct_2,Cableduct,keep,323.083557,15.781559,358.188049,40.923470,7.246143,3.316836,7.344941,3.358257,7.344941,3.358257,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0000,dbscan_cableduct,22.114811,26.000000
IR_57333.jpg,2025-04-23 13:31:32,2,Cableduct,machine,cableduct_3,Cableduct,keep,430.206909,36.044056,462.857056,57.419300,7.509894,4.545905,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.277538,25.881201
IR_57333.jpg,2025-04-23 13:31:32,3,Cableduct,machine,cableduct_3,Cableduct,keep,529.085815,38.841187,567.099731,60.732620,8.593528,4.873034,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.475271,25.762402
IR_57333.jpg,2025-04-23 13:31:32,5,Cableduct,machine,cableduct_4,Cableduct,keep,574.189636,34.425682,621.660339,57.886116,10.057814,5.161016,9.930647,5.144580,9.930647,5.144580,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0003,dbscan_cableduct,22.510221,25.949085
IR_57333.jpg,2025-04-23 13:31:32,4,Cableduct,machine,cableduct_1,Cableduct,keep,213.888977,1.612186,315.870056,50.719158,12.094229,3.383688,11.689842,3.324211,11.689842,3.324211,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0001,dbscan_cableduct,21.465508,25.949085
IR_57333.jpg,2025-04-23 13:31:32,6,Machine,machine,machine_6,Machine,keep,479.843445,132.365875,563.510681,217.570221,4.601373,5.372587,4.627599,5.335778,4.627599,5.335778,dbscan_machine_global_median_anchor,dbscan_machine_0001,dbscan_machine,21.949755,26.000000
IR_57333.jpg,2025-04-23 13:31:32,9,Machine,machine,machine_2,Machine,keep,105.708145,175.417603,143.334457,273.508026,6.669883,0.431739,6.476916,0.453659,6.476916,0.453659,dbscan_machine_global_median_anchor,dbscan_machine_0000,dbscan_machine,23.910833,25.864229
IR_57333.jpg,2025-04-23 13:31:32,8,Screen,machine,screen_2,Screen,keep,609.753784,276.593262,639.786743,374.656250,11.071144,4.890030,11.149738,4.865085,11.149738,4.865085,dbscan_screen_global_median_anchor,dbscan_screen_0000,dbscan_screen,21.576462,25.796345
IR_57333.jpg,2025-04-23 13:31:32,1,Screen,machine,screen_1,Screen,keep,340.595947,275.719666,472.977295,374.906555,11.443203,4.124568,11.239784,4.130199,11.239784,4.130199,dbscan_screen_global_median_anchor,dbscan_screen_0001,dbscan_screen,22.412918,26.000000
IR_57333.jpg,2025-04-23 13:31:32,10,Window,machine,window_1,Window,keep,135.417236,51.409241,176.069611,129.827255,1.652764,0.419224,1.359293,0.425851,1.359293,0.425851,dbscan_window_global_median_anchor,dbscan_window_0000,dbscan_window,23.157017,25.575718
IR_57334.jpg,2025-04-23 13:32:03,6,Cableduct,machine,cableduct_2,Cableduct,keep,323.452728,15.546890,358.397736,39.590828,7.202262,3.302121,7.344941,3.358257,7.344941,3.358257,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0000,dbscan_cableduct,22.155365,26.000000
IR_57334.jpg,2025-04-23 13:32:03,2,Cableduct,machine,cableduct_3,Cableduct,keep,529.282471,38.790279,568.001221,61.271488,8.616467,4.878796,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.362064,25.745430
IR_57334.jpg,2025-04-23 13:32:03,4,Cableduct,machine,cableduct_3,Cableduct,keep,430.440765,35.542793,462.286835,56.970665,7.583563,4.560394,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.272467,25.881201
IR_57334.jpg,2025-04-23 13:32:03,3,Cableduct,machine,cableduct_4,Cableduct,keep,574.342285,35.095284,621.629150,57.642464,10.000401,5.154778,9.930647,5.144580,9.930647,5.144580,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0003,dbscan_cableduct,22.524408,25.949085
IR_57334.jpg,2025-04-23 13:32:03,5,Cableduct,machine,cableduct_1,Cableduct,keep,214.678116,1.539593,315.941406,51.853329,11.962782,3.378438,11.689842,3.324211,11.689842,3.324211,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0001,dbscan_cableduct,21.466257,26.000000
IR_57334.jpg,2025-04-23 13:32:03,7,Machine,machine,machine_6,Machine,keep,479.804291,132.897308,562.005981,218.468964,4.585099,5.351073,4.627599,5.335778,4.627599,5.335778,dbscan_machine_global_median_anchor,dbscan_machine_0001,dbscan_machine,21.907917,25.949085
IR_57334.jpg,2025-04-23 13:32:03,8,Machine,machine,machine_2,Machine,keep,106.580505,175.977661,143.068634,271.243011,6.617438,0.433900,6.476916,0.453659,6.476916,0.453659,dbscan_machine_global_median_anchor,dbscan_machine_0000,dbscan_machine,23.932074,25.881201
IR_57334.jpg,2025-04-23 13:32:03,9,Screen,machine,screen_2,Screen,keep,609.897949,277.369843,639.792236,376.048126,11.117113,4.874640,11.149738,4.865085,11.149738,4.865085,dbscan_screen_global_median_anchor,dbscan_screen_0000,dbscan_screen,21.591709,25.864229
IR_57334.jpg,2025-04-23 13:32:03,1,Screen,machine,screen_1,Screen,keep,341.049774,275.688416,473.204376,374.762024,11.428896,4.128335,11.239784,4.130199,11.239784,4.130199,dbscan_screen_global_median_anchor,dbscan_screen_0001,dbscan_screen,22.388346,26.000000
IR_57334.jpg,2025-04-23 13:32:03,11,Window,machine,window_1,Window,keep,136.456406,51.389500,176.613144,129.060699,1.632955,0.426288,1.359293,0.425851,1.359293,0.425851,dbscan_window_global_median_anchor,dbscan_window_0000,dbscan_window,23.181767,25.406006
IR_57335.jpg,2025-04-23 13:32:32,10,Cableduct,machine,cableduct_2,Cableduct,keep,323.033752,15.548913,358.097595,40.973465,7.275435,3.325155,7.344941,3.358257,7.344941,3.358257,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0000,dbscan_cableduct,22.043766,25.900000
IR_57335.jpg,2025-04-23 13:32:32,2,Cableduct,machine,cableduct_3,Cableduct,keep,529.687134,38.933228,566.946045,61.572266,8.657084,4.885145,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.328438,25.662401
IR_57335.jpg,2025-04-23 13:32:32,4,Cableduct,machine,cableduct_3,Cableduct,keep,430.606750,35.965782,462.930725,56.967949,7.512316,4.546975,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.164402,25.900000
IR_57335.jpg,2025-04-23 13:32:32,3,Cableduct,machine,cableduct_4,Cableduct,keep,573.851807,34.764114,621.338257,58.046173,10.024590,5.156451,9.930647,5.144580,9.930647,5.144580,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0003,dbscan_cableduct,22.339163,25.900000
IR_57335.jpg,2025-04-23 13:32:32,7,Cableduct,machine,cableduct_1,Cableduct,keep,219.344696,1.541885,315.091949,51.003651,11.239656,3.295878,11.689842,3.324211,11.689842,3.324211,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0001,dbscan_cableduct,21.429596,25.849087
IR_57335.jpg,2025-04-23 13:32:32,6,Machine,machine,machine_6,Machine,keep,479.940796,132.446808,561.164429,216.378143,4.563288,5.365667,4.627599,5.335778,4.627599,5.335778,dbscan_machine_global_median_anchor,dbscan_machine_0001,dbscan_machine,21.854158,25.900000
IR_57335.jpg,2025-04-23 13:32:32,9,Machine,machine,machine_2,Machine,keep,106.193069,176.165405,143.276169,272.370483,6.654598,0.436600,6.476916,0.453659,6.476916,0.453659,dbscan_machine_global_median_anchor,dbscan_machine_0000,dbscan_machine,23.895699,25.849087
IR_57335.jpg,2025-04-23 13:32:32,8,Screen,machine,screen_2,Screen,keep,609.233154,275.689819,639.762939,374.768982,11.076948,4.882855,11.149738,4.865085,11.149738,4.865085,dbscan_screen_global_median_anchor,dbscan_screen_0000,dbscan_screen,21.496975,25.900000
IR_57335.jpg,2025-04-23 13:32:32,1,Screen,machine,screen_1,Screen,keep,340.168762,275.205688,472.104919,375.336182,11.396196,4.111588,11.239784,4.130199,11.239784,4.130199,dbscan_screen_global_median_anchor,dbscan_screen_0001,dbscan_screen,22.339029,25.900000
IR_57335.jpg,2025-04-23 13:32:32,5,Window,machine,window_1,Window,keep,135.302704,51.747952,175.956451,127.451630,1.511986,0.412578,1.359293,0.425851,1.359293,0.425851,dbscan_window_global_median_anchor,dbscan_window_0000,dbscan_window,23.170385,25.356918
IR_57336.jpg,2025-04-23 13:33:02,6,Cableduct,machine,cableduct_2,Cableduct,keep,323.336578,15.337143,357.610992,39.889019,7.253973,3.312257,7.344941,3.358257,7.344941,3.358257,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0000,dbscan_cableduct,22.088797,25.900000
IR_57336.jpg,2025-04-23 13:33:02,2,Cableduct,machine,cableduct_3,Cableduct,keep,529.841492,38.928551,567.879578,61.232689,8.631940,4.882104,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.265213,25.716188
IR_57336.jpg,2025-04-23 13:33:02,3,Cableduct,machine,cableduct_3,Cableduct,keep,430.546173,36.333710,462.844391,57.438522,7.508060,4.550570,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.103819,25.900000
IR_57336.jpg,2025-04-23 13:33:02,4,Cableduct,machine,cableduct_4,Cableduct,keep,574.528015,35.183464,621.601379,57.229805,9.982811,5.151870,9.930647,5.144580,9.930647,5.144580,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0003,dbscan_cableduct,22.443111,25.900000
IR_57336.jpg,2025-04-23 13:33:02,5,Cableduct,machine,cableduct_1,Cableduct,keep,219.392731,1.532898,316.588654,51.865982,11.432014,3.342894,11.689842,3.324211,11.689842,3.324211,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0001,dbscan_cableduct,21.411392,25.849869
IR_57336.jpg,2025-04-23 13:33:02,8,Machine,machine,machine_6,Machine,keep,479.883484,134.499390,564.062439,217.213928,4.511425,5.403929,4.627599,5.335778,4.627599,5.335778,dbscan_machine_global_median_anchor,dbscan_machine_0001,dbscan_machine,21.783045,25.900000
IR_57336.jpg,2025-04-23 13:33:02,7,Machine,machine,machine_2,Machine,keep,106.236191,176.247528,143.341858,273.105072,6.666717,0.437340,6.476916,0.453659,6.476916,0.453659,dbscan_machine_global_median_anchor,dbscan_machine_0000,dbscan_machine,23.881281,25.849869
IR_57336.jpg,2025-04-23 13:33:02,10,Screen,machine,screen_2,Screen,keep,609.883789,274.428558,639.855713,380.799957,11.398708,4.764465,11.149738,4.865085,11.149738,4.865085,dbscan_screen_global_median_anchor,dbscan_screen_0000,dbscan_screen,21.569574,25.716188
IR_57336.jpg,2025-04-23 13:33:02,1,Screen,machine,screen_1,Screen,keep,340.670990,275.095276,472.921906,375.567444,11.410433,4.118327,11.239784,4.130199,11.239784,4.130199,dbscan_screen_global_median_anchor,dbscan_screen_0001,dbscan_screen,22.300915,25.900000
IR_57336.jpg,2025-04-23 13:33:02,9,Window,machine,window_1,Window,keep,135.242935,50.809128,176.914505,128.370728,1.610725,0.423660,1.359293,0.425851,1.359293,0.425851,dbscan_window_global_median_anchor,dbscan_window_0000,dbscan_window,23.093872,25.381985
IR_57337.jpg,2025-04-23 13:33:33,7,Cableduct,machine,cableduct_2,Cableduct,keep,323.286133,15.457813,357.943665,42.234745,7.376452,3.355332,7.344941,3.358257,7.344941,3.358257,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0000,dbscan_cableduct,22.011642,25.900000
IR_57337.jpg,2025-04-23 13:33:33,2,Cableduct,machine,cableduct_3,Cableduct,keep,529.437073,38.891449,568.245422,61.864243,8.638063,4.883955,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.251820,25.632637
IR_57337.jpg,2025-04-23 13:33:33,10,Cableduct,machine,cableduct_3,Cableduct,keep,430.424866,36.950405,463.211121,56.902988,7.390065,4.526998,8.569186,4.870527,8.569186,4.870527,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0002,dbscan_cableduct,22.158184,25.900000
IR_57337.jpg,2025-04-23 13:33:33,3,Cableduct,machine,cableduct_4,Cableduct,keep,574.522095,34.700726,621.890747,58.408085,10.071071,5.164813,9.930647,5.144580,9.930647,5.144580,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0003,dbscan_cableduct,22.326834,25.900000
IR_57337.jpg,2025-04-23 13:33:33,4,Cableduct,machine,cableduct_1,Cableduct,keep,219.260406,1.475231,317.394989,52.251686,11.560047,3.371053,11.689842,3.324211,11.689842,3.324211,dbscan_cableduct_global_median_anchor,dbscan_cableduct_0001,dbscan_cableduct,21.428469,25.849869
